"name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","log_price","days_since_last_review"
"Gorgeous Room in EV, Private Patio, Open Kitchen!","Manhattan","East Village",40.72768,-73.98739,"Private room",149,4,25,"2019-06-13",0.68,2,156,5.01063529409626,25
"Astoria: 2 Weeks July 1st - 14th","Queens","Ditmars Steinway",40.77643,-73.91364,"Private room",29,14,0,NA,0,1,0,3.40119738166216,NA
"Sunny Apartment with Private Roof (East Village)","Manhattan","East Village",40.72591,-73.98917,"Entire home/apt",250,1,2,"2016-10-12",0.05,1,0,5.52545293913178,999
"Prime Beautiful Brooklyn Brownstone","Brooklyn","Carroll Gardens",40.68132,-73.99757,"Entire home/apt",150,2,14,"2017-11-25",0.38,1,0,5.01727983681492,590
"A Small Kingdom in the Clouds","Brooklyn","Boerum Hill",40.68724,-73.98497,"Entire home/apt",120,30,7,"2019-06-19",0.38,21,342,4.79579054559674,19
"Private Bedroom w/ Queen Bed in Financial District","Manhattan","Financial District",40.70514,-74.00921,"Private room",85,1,3,"2016-06-30",0.08,1,0,4.45434729625351,1103
"Deluxe 1-Bedroom near Empire State Building!","Manhattan","Midtown",40.75186,-73.97062,"Entire home/apt",259,30,0,NA,0,121,184,5.56068163101553,NA
"Beautiful and convenient room in Long Island city!","Queens","Long Island City",40.75174,-73.92967,"Entire home/apt",90,7,0,NA,0,1,0,4.51085950651685,NA
"Charming Cozy 1 bedroom wood fl plenty of closets","Queens","Astoria",40.75855,-73.91616,"Entire home/apt",74,2,0,NA,0,1,0,4.31748811353631,NA
"MY ADORABLE BOWERY PLACE","Manhattan","Little Italy",40.71938,-73.9952,"Entire home/apt",90,31,9,"2019-02-20",0.24,5,221,4.51085950651685,138
"Cozy Spacious Double Bed #2A Near JFK & J Train","Queens","Woodhaven",40.69628,-73.85255,"Private room",45,1,141,"2019-07-03",3.77,4,287,3.8286413964891,5
"Family getaway.","Brooklyn","Clinton Hill",40.69558,-73.96872,"Private room",100,7,2,"2016-08-13",0.06,1,0,4.61512051684126,1059
"Garden Flat Next to Central Park w/ Large Terrace","Manhattan","Morningside Heights",40.80273,-73.95924,"Private room",89,1,131,"2019-07-04",3.62,1,165,4.49980967033027,4
"Updated 1 Bedroom Midtown West","Manhattan","Hell's Kitchen",40.76409,-73.99122,"Entire home/apt",199,30,4,"2018-03-31",0.14,91,0,5.29831736654804,464
"Entire apartment in the heart of SOHO","Manhattan","SoHo",40.7207,-73.99815,"Entire home/apt",76,30,10,"2019-06-11",0.31,1,30,4.34380542185368,27
"Adorable Prospect Heights 1 Bedroom","Brooklyn","Prospect Heights",40.67649,-73.96697,"Entire home/apt",143,31,3,"2018-07-21",0.08,1,0,4.969813299576,352
"Kawaii Gamer's Paradise in Brooklyn!","Brooklyn","Bedford-Stuyvesant",40.69443,-73.94636,"Shared room",40,1,31,"2017-01-01",0.91,1,0,3.71357206670431,918
"1 Bedroom apartment, heart of LES","Manhattan","Chinatown",40.71579,-73.99158,"Entire home/apt",125,4,31,"2019-07-07",0.84,1,7,4.83628190695148,1
"Lovely Gem in Hell's Kitchen Midtown Manhattan","Manhattan","Hell's Kitchen",40.76413,-73.99301,"Entire home/apt",180,2,0,NA,0,3,3,5.19849703126583,NA
"private oasis in sunnyside, queens","Queens","Sunnyside",40.74272,-73.92347,"Entire home/apt",110,2,4,"2017-07-27",0.11,1,0,4.70953020131233,711
"Sunny South Williamsburg Apartment","Brooklyn","Williamsburg",40.71035,-73.95332,"Entire home/apt",185,3,0,NA,0,1,0,5.2257466737132,NA
"Huge bright room with own bathroom, Williamsburg","Brooklyn","Williamsburg",40.71685,-73.94668,"Private room",85,5,0,NA,0,1,0,4.45434729625351,NA
"Modern East Village Apt Great Location 1-3 Bdrms","Manhattan","East Village",40.72563,-73.99118,"Entire home/apt",300,2,16,"2018-05-06",0.43,1,0,5.70711026474888,428
"Historic Townhouse Apartment with Garden Oasis","Brooklyn","Bedford-Stuyvesant",40.68697,-73.94506,"Entire home/apt",99,2,148,"2019-07-05",3.98,1,29,4.60517018598809,3
"Your Own Apartment corner of Bedford and Grand!","Brooklyn","Williamsburg",40.7157,-73.95983,"Entire home/apt",125,3,97,"2019-06-24",2.65,2,216,4.83628190695148,14
"Big Room, Big Living Room, Rooftop Hot Tub","Brooklyn","Williamsburg",40.71605,-73.9518,"Shared room",35,15,0,NA,0,1,0,3.58351893845611,NA
"Master Bedroom next to cute park on the LES","Manhattan","Lower East Side",40.72057,-73.99185,"Private room",80,5,27,"2018-08-26",0.73,1,0,4.39444915467244,316
"Modern Apartment LES, 2mn to train","Manhattan","Lower East Side",40.71518,-73.98953,"Private room",150,3,12,"2017-10-30",0.32,2,0,5.01727983681492,616
"Perfect Apt In The Heart of Bushwick","Brooklyn","Bushwick",40.6979,-73.92852,"Entire home/apt",90,3,0,NA,0,1,0,4.51085950651685,NA
"One bedroom is Bushwick, near everything","Brooklyn","Bushwick",40.69405,-73.91403,"Private room",40,1,1,"2016-07-01",0.03,1,0,3.71357206670431,1102
"Charming Free Standing Wooded Carriage House","Brooklyn","Crown Heights",40.67587,-73.95467,"Entire home/apt",250,7,3,"2017-10-02",0.13,1,0,5.52545293913178,644
"CHELSEA 3 BEDROOM APARTMENT WITH PRIVATE GARDEN!!!","Manhattan","Chelsea",40.74339,-73.99642,"Entire home/apt",450,2,139,"2019-06-20",3.73,1,221,6.11146733950268,18
"Carib breeze vybz","Brooklyn","Cypress Hills",40.68684,-73.87834,"Private room",50,3,12,"2018-12-08",0.33,3,90,3.93182563272433,212
"Spacious 1 Bedroom Apartment in Prospect Heights","Brooklyn","Prospect Heights",40.67318,-73.9655,"Entire home/apt",75,1,5,"2016-06-28",0.13,1,0,4.33073334028633,1105
"COZY 1BR IN MIDTOWN EAST!","Manhattan","Midtown",40.75352,-73.96807,"Entire home/apt",139,2,102,"2019-06-23",2.74,1,235,4.9416424226093,15
"Spacious Midtown East 2 Bedroom","Manhattan","Midtown",40.75608,-73.96895,"Entire home/apt",200,30,2,"2018-03-31",0.12,91,101,5.30330490805908,464
"Lovely Apt. in Heart of Brooklyn","Brooklyn","Crown Heights",40.66703,-73.94054,"Private room",65,1,101,"2019-05-28",2.7,1,309,4.18965474202643,41
"Remsen Village Rental II","Brooklyn","East Flatbush",40.65466,-73.9218,"Entire home/apt",115,4,89,"2019-06-22",2.44,2,282,4.75359019110636,16
"Upper East Side Getaway","Manhattan","East Harlem",40.78749,-73.9504,"Private room",70,1,4,"2016-07-06",0.11,1,0,4.26267987704132,1097
"Simple, Spacious Studio With Rooftop Access","Brooklyn","Bedford-Stuyvesant",40.68547,-73.93209,"Entire home/apt",50,1,2,"2016-06-27",0.05,1,0,3.93182563272433,1106
"Quiet Room + Living Room in the Upper West Side","Manhattan","Upper West Side",40.78378,-73.97845,"Private room",85,2,4,"2017-01-01",0.11,1,0,4.45434729625351,918
"Artsy Studio / 1 Bedroom in the Heart of Chelsea","Manhattan","Chelsea",40.74921,-74.00416,"Entire home/apt",275,3,1,"2016-06-30",0.03,1,0,5.62040086571715,1103
"1 br apartment(3’ to train)+access to coworking","Queens","Long Island City",40.7537,-73.93186,"Entire home/apt",120,3,40,"2019-06-30",1.45,2,365,4.79579054559674,8
"Charming 3 BR in Midtown West","Manhattan","Hell's Kitchen",40.76327,-73.98937,"Entire home/apt",185,30,4,"2018-08-31",0.13,91,0,5.2257466737132,311
"Cozy and charming studio in UWS","Manhattan","Upper West Side",40.77856,-73.98278,"Entire home/apt",150,7,2,"2017-01-08",0.05,1,0,5.01727983681492,911
"Beautiful 3 BR apartment steps from Central Park","Manhattan","Harlem",40.80521,-73.95213,"Entire home/apt",145,31,3,"2017-08-17",0.08,1,0,4.98360662170834,690
"Large 1 Bedroom close to Prospect Park","Brooklyn","South Slope",40.66018,-73.98074,"Entire home/apt",130,2,1,"2016-06-25",0.03,1,0,4.87519732320115,1108
"1 - Bedroom  APT in Bushwick BK","Brooklyn","Bushwick",40.68134,-73.9072,"Entire home/apt",150,3,0,NA,0,1,0,5.01727983681492,NA
"Affordable, Nice, Clean 1 BR Apt, Upper Manhattan.","Manhattan","Marble Hill",40.8754,-73.91263,"Entire home/apt",88,1,2,"2016-08-10",0.06,1,0,4.48863636973214,1062
"Bed-Stuy Gem","Brooklyn","Bedford-Stuyvesant",40.69002,-73.9518,"Private room",75,1,0,NA,0,1,0,4.33073334028633,NA
"simple room","Brooklyn","Bedford-Stuyvesant",40.68825,-73.93433,"Private room",38,7,0,NA,0,1,0,3.66356164612965,NA
"Beautiful Bldg near Columbia Uni","Manhattan","Upper West Side",40.8021,-73.96629,"Private room",64,4,1,"2016-06-16",0.03,1,0,4.17438726989564,1117
"Park Avenue 3 Bedroom 1.5 Bath","Manhattan","Midtown",40.74439,-73.98125,"Entire home/apt",185,29,1,"2017-05-31",0.04,31,139,5.2257466737132,768
"Large 1BR in Chelsea. Subw on block","Manhattan","Chelsea",40.74653,-73.99632,"Entire home/apt",165,1,31,"2017-10-28",0.9,1,358,5.11198778835654,618
"A Bay Window on Brooklyn","Brooklyn","Fort Greene",40.68831,-73.97549,"Entire home/apt",200,7,3,"2018-01-03",0.09,2,0,5.30330490805908,551
"Stay blocks from Yankee Stadium","Bronx","Concourse Village",40.83041,-73.91838,"Entire home/apt",75,1,0,NA,0,1,0,4.33073334028633,NA
"Large Bedroom in amazing Apt - 10min Manhattan","Brooklyn","Williamsburg",40.70821,-73.95001,"Private room",90,2,24,"2018-01-03",0.65,3,0,4.51085950651685,551
"Super cozy studio- the heart of  Upper West Side","Manhattan","Upper West Side",40.77643,-73.98262,"Entire home/apt",140,3,12,"2017-08-13",0.33,1,0,4.94875989037817,694
"Modern Luxury apt in Design Centric Building","Brooklyn","Downtown Brooklyn",40.69805,-73.9846,"Entire home/apt",150,2,16,"2016-11-16",0.43,1,0,5.01727983681492,964
"Sunny 1 bd  apartment - Historic Brownstone Apt #2","Brooklyn","Bedford-Stuyvesant",40.68444,-73.9287,"Entire home/apt",92,30,17,"2019-04-30",0.5,2,113,4.53259949315326,69
"Private Room, 2 beds, bath, Union Square location","Manhattan","Gramercy",40.73578,-73.98706,"Private room",100,2,79,"2019-06-05",2.12,4,243,4.61512051684126,33
"Park Slope Garden Lovers Duplex","Brooklyn","South Slope",40.66781,-73.99024,"Entire home/apt",135,7,1,"2016-08-05",0.03,1,21,4.91265488573605,1067
"Zions Destiny Home away from Home !","Brooklyn","East Flatbush",40.66167,-73.92854,"Entire home/apt",45,1,112,"2019-06-10",2.99,1,244,3.8286413964891,28
"Big 4 Bedroom Apartment near Subway, All Renovated","Bronx","Claremont Village",40.8357,-73.91023,"Entire home/apt",110,90,11,"2018-08-23",0.3,7,77,4.70953020131233,319
"A Touch of Modern in Cultural NYC","Manhattan","Harlem",40.83048,-73.95009,"Private room",250,1,2,"2019-06-23",0.05,1,358,5.52545293913178,15
"Massive Room available in Luxury UES Building","Manhattan","Upper East Side",40.78521,-73.95006,"Private room",154,1,0,NA,0,1,0,5.04342511691925,NA
"Gorgeous Lower East Side Walk Up & Roof","Manhattan","Lower East Side",40.72079,-73.98965,"Private room",175,1,35,"2019-06-22",3.19,1,19,5.17048399503815,16
"LOFT-LIKE FLOOR THRU BROWNSTONE LIGHT SPACIOUS","Brooklyn","Prospect Heights",40.67735,-73.96581,"Entire home/apt",175,7,5,"2018-08-28",0.14,1,16,5.17048399503815,314
"Share a room Lower East Side","Manhattan","Lower East Side",40.71754,-73.9868,"Shared room",50,1,0,NA,0,1,0,3.93182563272433,NA
"Breezy Bushwick Apartment with Backyard","Brooklyn","Bushwick",40.69507,-73.92081,"Entire home/apt",99,2,4,"2016-07-25",0.11,1,0,4.60517018598809,1078
"Beautiful  studio apt. near Hudson River Park!!","Manhattan","Hell's Kitchen",40.76066,-73.99922,"Entire home/apt",199,30,0,NA,0,121,365,5.29831736654804,NA
"Stunning New High-Rise Apartment - 1 Bedroom NYC","Manhattan","Hell's Kitchen",40.76207,-73.99937,"Entire home/apt",239,30,0,NA,0,121,365,5.48063892334199,NA
"-Luxury NYC 1 Bedroom nearby Theater District!","Manhattan","Hell's Kitchen",40.76216,-73.99775,"Entire home/apt",235,30,1,"2017-08-02",0.04,121,365,5.46383180502561,705
"Ideal Bushwick Rental","Brooklyn","Bushwick",40.70298,-73.92203,"Private room",45,5,1,"2016-07-08",0.03,1,0,3.8286413964891,1095
"Stunning 1 Bedroom Apartment. 8 minutes to Ferry","Staten Island","Tompkinsville",40.63163,-74.09297,"Entire home/apt",85,2,110,"2019-06-27",2.97,1,248,4.45434729625351,11
"Stunning 1 Bedroom Apt with Indoor Pool","Manhattan","Hell's Kitchen",40.76112,-73.99893,"Entire home/apt",239,30,0,NA,0,121,365,5.48063892334199,NA
"Comfortable room 15 minutes to Manhattan","Queens","Ditmars Steinway",40.77679,-73.91366,"Private room",38,1,14,"2019-06-30",1.46,3,24,3.66356164612965,8
"Cozy Room for 2 in Astoria!","Queens","Ditmars Steinway",40.77437,-73.91854,"Private room",65,1,1,"2016-07-13",0.03,1,0,4.18965474202643,1090
"Hamilton Heights Haven with Private Garden","Manhattan","Harlem",40.82291,-73.94958,"Entire home/apt",79,7,42,"2018-08-05",1.14,1,0,4.38202663467388,337
"Casa De Grattan","Brooklyn","Williamsburg",40.70624,-73.92861,"Shared room",60,2,0,NA,0,1,0,4.11087386417331,NA
"Sunny Williamsburg Haven","Brooklyn","Williamsburg",40.71256,-73.94785,"Private room",80,5,0,NA,0,1,0,4.39444915467244,NA
"**Stunning 1 bedroom Apt. + Amazing amenities","Manhattan","Hell's Kitchen",40.76258,-73.99771,"Entire home/apt",239,30,1,"2018-07-14",0.08,121,179,5.48063892334199,359
"West 48th Street, Lux 1bd Apt near Rockefeller Ctr","Manhattan","Midtown",40.75695,-73.97988,"Entire home/apt",279,30,0,NA,0,87,332,5.63478960316925,NA
"Private room in Bushwick","Brooklyn","Bushwick",40.69941,-73.92833,"Private room",35,10,13,"2018-04-13",0.37,1,0,3.58351893845611,451
"Gorgeous 1 Bedroom NYC + W/D in the Unit","Manhattan","Hell's Kitchen",40.76077,-73.99822,"Entire home/apt",239,30,1,"2017-08-08",0.04,121,365,5.48063892334199,699
"Prime Gramercy Apartment w Balcony","Manhattan","Flatiron District",40.74148,-73.98493,"Entire home/apt",200,1,0,NA,0,1,0,5.30330490805908,NA
"Fun & Funky 2nd floor of loft.","Bronx","Port Morris",40.80842,-73.93136,"Private room",33,2,63,"2019-06-10",1.75,4,145,3.52636052461616,28
"Lux 1-BR Apt near Port Authority/Times Square","Manhattan","Hell's Kitchen",40.76196,-73.99803,"Entire home/apt",239,30,1,"2017-06-20",0.04,121,365,5.48063892334199,748
"Lux 1-BR Apt In Midtown West-prime location!","Manhattan","Hell's Kitchen",40.76112,-73.99887,"Entire home/apt",239,30,2,"2017-07-04",0.07,121,365,5.48063892334199,734
"Luxurious 1BR Apt in Midtown West","Manhattan","Hell's Kitchen",40.76103,-73.99745,"Entire home/apt",239,30,0,NA,0,121,365,5.48063892334199,NA
"Lincoln Center Area 1 Bed","Manhattan","Hell's Kitchen",40.75833,-73.99019,"Entire home/apt",229,30,2,"2017-06-18",0.08,23,0,5.4380793089232,750
"Private Condo Room w/ Patio","Bronx","Longwood",40.81937,-73.90978,"Private room",45,2,68,"2019-05-30",1.83,1,156,3.8286413964891,39
"Luxurious 1BR Apt near Times Square, river views!","Manhattan","Hell's Kitchen",40.76213,-73.99972,"Entire home/apt",239,30,1,"2016-11-01",0.03,121,365,5.48063892334199,979
"Amazing Brownstone Studio @ Central Park West","Manhattan","Upper West Side",40.7847,-73.97155,"Entire home/apt",179,2,98,"2019-06-21",2.71,1,151,5.19295685089021,17
"Stunning 1 Bedroom Apt. in  NYC, w/d in the unit!","Manhattan","Hell's Kitchen",40.76201,-73.99755,"Entire home/apt",239,30,0,NA,0,121,365,5.48063892334199,NA
"River Views! - Lux 1BR Apt near Midtown","Manhattan","Hell's Kitchen",40.76108,-73.99812,"Entire home/apt",239,30,1,"2018-01-13",0.06,121,357,5.48063892334199,541
"Entire floor in a brownstone.","Manhattan","East Harlem",40.79751,-73.93271,"Entire home/apt",107,3,0,NA,0,1,0,4.68213122712422,NA
"Private Bedroom&Bathroom in large Chinatown duplex","Manhattan","Chinatown",40.71377,-73.99464,"Private room",125,1,0,NA,0,1,0,4.83628190695148,NA
"Elegant Large One Bed  / 1.5 Bathroom-  UWS","Manhattan","Upper West Side",40.7801,-73.97917,"Entire home/apt",230,7,0,NA,0,1,0,5.44241771052179,NA
"Holistic Health Stay New York","Queens","South Ozone Park",40.67866,-73.8068,"Entire home/apt",100,5,44,"2019-05-19",1.22,1,350,4.61512051684126,50
"Cozy room w/AC, 2 blocks from L train","Brooklyn","Williamsburg",40.70353,-73.9344,"Private room",55,2,7,"2016-09-05",0.19,1,0,4.02535169073515,1036
"Bright Bedroom with views of city","Brooklyn","Bushwick",40.7025,-73.92935,"Private room",95,2,3,"2018-01-03",0.09,1,0,4.56434819146784,551
"Private Trendy Bushwick Loft","Brooklyn","Bushwick",40.69375,-73.92123,"Private room",41,3,2,"2016-07-27",0.05,1,0,3.73766961828337,1076
"1 Bd  10 mins to Manhattan  Steps to Prospect Park","Brooklyn","Prospect-Lefferts Gardens",40.66058,-73.96132,"Entire home/apt",40,2,25,"2019-06-16",0.7,1,223,3.71357206670431,22
"Times Square Manhattan One Bedroom","Manhattan","Hell's Kitchen",40.75892,-73.99146,"Entire home/apt",150,30,2,"2017-05-21",0.06,23,213,5.01727983681492,778
"❤ of Manhattan | Fantastic 1 Bedroom","Manhattan","Theater District",40.76369,-73.98476,"Entire home/apt",150,30,1,"2019-05-31",0.77,23,335,5.01727983681492,38
"• Eye Catching Views  | Luxurious 1 Bedroom •","Manhattan","Midtown",40.76569,-73.98281,"Entire home/apt",219,30,8,"2017-06-30",0.3,23,362,5.39362754635236,738
"Bright studio in the heart of the east village","Manhattan","East Village",40.72741,-73.97529,"Entire home/apt",142,1,146,"2019-06-25",3.92,1,78,4.96284463025991,13
"One Bedroom Apartment  in TownHouse","Bronx","Concourse",40.81949,-73.92913,"Entire home/apt",99,1,103,"2019-06-18",2.87,1,264,4.60517018598809,20
"Small and Cozy Bedroom (near N/R train)","Brooklyn","Sunset Park",40.63974,-74.01944,"Private room",41,5,81,"2018-07-22",2.18,4,0,3.73766961828337,351
"Cozy, Private West Harlem Hamilton Heights Bedroom","Manhattan","Harlem",40.8259,-73.94962,"Private room",48,7,2,"2017-03-24",0.06,1,0,3.89182029811063,836
"Magnificent Apartment Near the Central Park 4BDR!","Manhattan","Upper East Side",40.76642,-73.97107,"Private room",301,3,0,NA,0,1,83,5.71042701737487,NA
"Private Bedroom in a 3BR Apartment","Manhattan","Inwood",40.86541,-73.92935,"Private room",52,2,10,"2018-06-15",0.28,2,0,3.97029191355212,388
"Modern and Clean 1 bed w/small balcony","Brooklyn","Greenpoint",40.7323,-73.95261,"Entire home/apt",150,2,3,"2017-10-08",0.12,1,0,5.01727983681492,638
"Cosy 1 bdr in Midtown West","Manhattan","Hell's Kitchen",40.76425,-73.98654,"Private room",160,1,10,"2017-04-16",0.27,1,0,5.08140436498446,813
"Convenient, cozy, and cheap room in Bushwick","Brooklyn","Bushwick",40.68846,-73.90847,"Private room",45,5,2,"2016-06-24",0.05,1,0,3.8286413964891,1109
"Bright, spacious one bedroom in the East Village","Manhattan","East Village",40.72471,-73.98891,"Entire home/apt",106,3,0,NA,0,1,0,4.67282883446191,NA
"2 beds PH balcony & rooftop close to Manhattan","Queens","Elmhurst",40.73888,-73.87299,"Entire home/apt",178,30,83,"2019-06-30",2.22,1,342,5.18738580584075,8
"Manhattan Bedroom | Skyline Views","Manhattan","Kips Bay",40.74448,-73.97776,"Entire home/apt",176,30,4,"2018-04-30",0.15,23,0,5.17614973257383,434
"Private cosy room Harlem","Manhattan","Harlem",40.81591,-73.93995,"Private room",70,3,7,"2016-10-10",0.19,1,0,4.26267987704132,1001
"Quintessential Williamsburg Loft","Brooklyn","Williamsburg",40.71303,-73.96574,"Entire home/apt",190,2,9,"2017-08-12",0.25,1,2,5.25227342804663,695
"Large sunny Bedroom in Brooklyn Loft","Brooklyn","Williamsburg",40.70475,-73.93663,"Private room",62,2,5,"2017-12-30",0.13,1,0,4.14313472639153,555
"Greenpoint Oasis","Brooklyn","Greenpoint",40.72673,-73.95406,"Entire home/apt",175,2,1,"2016-07-25",0.03,1,0,5.17048399503815,1078
"Upper West Side, Manhattan, NY","Manhattan","Upper West Side",40.80289,-73.96741,"Entire home/apt",125,6,2,"2016-08-26",0.05,1,0,4.83628190695148,1046
"Cozy front room in a 2 bedroom family apt near CU","Manhattan","Morningside Heights",40.81353,-73.95878,"Private room",76,2,126,"2019-06-14",3.4,1,12,4.34380542185368,24
"Casually chic 2+bedroom townhouse","Brooklyn","South Slope",40.66378,-73.98621,"Entire home/apt",225,5,2,"2016-10-10",0.05,1,0,5.42053499927229,1001
"Sunny Room with Back Yard in Brooklyn","Brooklyn","Windsor Terrace",40.65211,-73.97872,"Private room",65,1,13,"2016-12-11",0.35,4,0,4.18965474202643,939
"Rent my Artist Studio","Brooklyn","Bushwick",40.69161,-73.90563,"Private room",70,3,5,"2018-01-02",0.14,1,0,4.26267987704132,552
"Upper West Side Apt. w/ Roof Deck","Manhattan","Upper West Side",40.78305,-73.97757,"Entire home/apt",240,30,4,"2017-01-02",0.11,1,0,5.48479693349065,917
"Large & sunny private bedroom in a townhouse.","Queens","Long Island City",40.74275,-73.95513,"Private room",70,3,12,"2018-09-29",0.42,1,77,4.26267987704132,282
"Bright, Spacious 1 Bedroom in the East Village","Manhattan","East Village",40.72118,-73.98066,"Entire home/apt",130,2,1,"2016-08-11",0.03,1,0,4.87519732320115,1061
"One bedroom near Columbia University","Manhattan","Upper West Side",40.79936,-73.96105,"Private room",50,1,1,"2016-06-10",0.03,1,0,3.93182563272433,1123
"Large comfy bright bedroom near sub","Brooklyn","Bedford-Stuyvesant",40.69091,-73.95435,"Private room",70,3,61,"2019-06-29",1.63,1,190,4.26267987704132,9
"Private Room in Bushwick Parlor Apartment","Brooklyn","Williamsburg",40.70667,-73.92668,"Private room",51,14,0,NA,0,1,0,3.95124371858143,NA
"Newly renovated private master & bathroom","Manhattan","East Village",40.72828,-73.97972,"Private room",149,2,0,NA,0,1,0,5.01063529409626,NA
"Charming Studio-Columbus Circle/Hell’s Kitchen","Manhattan","Hell's Kitchen",40.76733,-73.98607,"Entire home/apt",169,10,6,"2018-10-14",0.17,1,280,5.13579843705026,267
"Small and cozy room in Williamsburg 2-Bedroom apt.","Brooklyn","Williamsburg",40.70885,-73.95349,"Private room",50,1,3,"2016-07-20",0.08,1,0,3.93182563272433,1083
"King Bed, Super Host, Near Central/Riverside Parks","Manhattan","Upper West Side",40.79875,-73.97128,"Private room",120,1,19,"2019-05-10",0.57,3,360,4.79579054559674,59
"NEAR CENTRAL PARK, TIMES SQUARE, COLUMBIA UNIV.","Manhattan","Upper West Side",40.79669,-73.97126,"Private room",120,1,12,"2019-05-19",0.35,3,338,4.79579054559674,50
"Spacious room in Midtown East Manhattan","Manhattan","Midtown",40.75896,-73.96439,"Private room",105,7,0,NA,0,1,0,4.66343909411207,NA
"Private Bedroom in Williamsburg!","Brooklyn","Williamsburg",40.71696,-73.95727,"Private room",90,5,87,"2019-03-24",2.43,2,305,4.51085950651685,106
"Sunny Williamsburg w Balcony - Long Term Rental","Brooklyn","Williamsburg",40.71216,-73.95853,"Entire home/apt",105,15,30,"2019-05-26",0.84,1,85,4.66343909411207,43
"Beautiful Brownstone Parlor Floor Apartment","Brooklyn","Bedford-Stuyvesant",40.68813,-73.95479,"Entire home/apt",130,2,16,"2019-01-01",0.59,1,0,4.87519732320115,188
"Amazing Luxury 1 Bedroom Apartment","Manhattan","Kips Bay",40.74375,-73.97774,"Entire home/apt",191,30,0,NA,0,23,362,5.25749537202778,NA
"Cozy Brooklyn apartment in Brownstone","Brooklyn","Bedford-Stuyvesant",40.69261,-73.95069,"Entire home/apt",100,4,3,"2016-09-23",0.08,1,0,4.61512051684126,1018
"Luxurious Studio at MidTown Manhattan","Manhattan","Midtown",40.74754,-73.98741,"Entire home/apt",288,5,2,"2017-07-21",0.06,1,0,5.66642668811243,717
"❤ of Midtown  | Rooftop Terraces +","Manhattan","Hell's Kitchen",40.76245,-73.98767,"Entire home/apt",150,30,1,"2017-06-02",0.04,23,332,5.01727983681492,766
"Big, Nicely Decorated Loft: Great location & light","Brooklyn","Williamsburg",40.71855,-73.96359,"Private room",85,3,1,"2016-06-26",0.03,1,0,4.45434729625351,1107
"Spacious, Affordable 1BR Apartment in Brooklyn","Brooklyn","East Flatbush",40.64286,-73.94839,"Entire home/apt",75,5,8,"2019-04-10",0.22,1,0,4.33073334028633,89
"Private Room in Midtown Manhattan","Manhattan","Midtown",40.74562,-73.98538,"Private room",79,99,0,NA,0,3,364,4.38202663467388,NA
"Comfortable 2 BR in East Village/Cooper Square","Manhattan","East Village",40.72627,-73.99145,"Entire home/apt",200,3,27,"2019-04-23",0.76,1,0,5.30330490805908,76
"welcome to my house","Manhattan","Harlem",40.82289,-73.9511,"Entire home/apt",78,3,13,"2016-08-15",0.35,1,0,4.36944785246702,1057
"Like living in an art gallery.","Manhattan","Financial District",40.70711,-74.01437,"Entire home/apt",234,2,4,"2016-12-29",0.11,1,0,5.45958551414416,921
"Very central loft-like apartment on UWS","Manhattan","Upper West Side",40.77981,-73.98499,"Entire home/apt",325,5,7,"2019-06-23",0.2,1,118,5.78689738136671,15
"Sunny and light bedroom in Downtown Manhattan","Manhattan","Two Bridges",40.71159,-73.99884,"Private room",119,1,3,"2016-11-06",0.09,5,0,4.78749174278205,974
"Cozy bedroom in downtown Manhattan","Manhattan","Civic Center",40.71259,-73.99897,"Private room",95,1,10,"2017-06-07",0.27,5,0,4.56434819146784,761
"3bd apt w/yard in Astoria, 10 mins from Manhattan.","Queens","Long Island City",40.75903,-73.92943,"Entire home/apt",255,2,111,"2019-07-06",3.18,1,268,5.54517744447956,2
"Sunnyside Modern Apartment that sleeps 4 people.","Queens","Sunnyside",40.73691,-73.92826,"Entire home/apt",125,2,17,"2019-04-28",0.47,1,56,4.83628190695148,71
"This is NYC-Amazing Bedroom at Financial District","Manhattan","Financial District",40.70706,-74.00442,"Private room",99,2,3,"2016-07-11",0.08,1,0,4.60517018598809,1092
"Modern 1-Bedroom Duplex Apartment in New York City","Manhattan","East Village",40.72229,-73.98175,"Entire home/apt",175,3,27,"2019-05-20",0.75,1,0,5.17048399503815,49
"PERFECT PRIVATE ROOM NYC","Queens","Kew Gardens",40.70789,-73.83333,"Private room",150,1,0,NA,0,3,364,5.01727983681492,NA
"Brooklyn palace","Brooklyn","Bushwick",40.69887,-73.93564,"Entire home/apt",75,6,9,"2019-06-14",1.14,1,53,4.33073334028633,24
"Sunny Room in Bushwick Apartment","Brooklyn","Bushwick",40.70273,-73.92724,"Private room",50,5,1,"2016-06-28",0.03,1,0,3.93182563272433,1105
"Blueberries & Cream - Cozy 1 Bedroom Apt. #2","Brooklyn","Bedford-Stuyvesant",40.68401,-73.9457,"Entire home/apt",99,2,100,"2019-06-16",3.27,3,308,4.60517018598809,22
"private entrance mini apt! part of my home","Brooklyn","Bedford-Stuyvesant",40.68988,-73.93136,"Entire home/apt",85,5,42,"2019-06-20",1.27,1,52,4.45434729625351,18
"1-bedroom in Midtown West, close to everything","Manhattan","Hell's Kitchen",40.76571,-73.99101,"Entire home/apt",137,3,2,"2016-06-17",0.05,1,0,4.92725368515721,1116
